p0,S,F,observations,posterior_mean_A,demand_probability,best_response_product,uses_product2,q_gap_product2_minus_product1,continuation_gap_success_minus_failure,value
0.45,31,24,55,0.5614035087719298,0.9543503110765619,1,0,-0.36830209468330466,0.6097313297807645,17.656570128913557
0.45,32,23,55,0.5789473684210527,0.9747910367396634,1,0,-0.44541820531413023,0.4067941965417603,18.187050198167828
0.45,33,22,55,0.5964912280701754,0.986954113167294,1,0,-0.5031553244198648,0.2548544094214087,18.534251775873184
0.45,34,21,55,0.6140350877192983,0.993686083275635,1,0,-0.5430542322939438,0.14985728343697957,18.747745322641936
0.45,35,20,55,0.631578947368421,0.9971482393313533,1,0,-0.5685904815843799,0.08265662740951996,18.871023238213375
0.45,36,19,55,0.6491228070175439,0.9988006319943097,1,0,-0.583760740453279,0.04273489354398663,18.937834499822355
0.45,37,18,55,0.6666666666666666,0.9995314199042168,1,0,-0.592136791007082,0.020692655244513247,18.971795941109864
0.45,38,17,55,0.6842105263157895,0.9998303785946333,1,0,-0.5964378874313176,0.009373980443896812,18.98797413721603
0.45,39,16,55,0.7017543859649122,0.9999432720861192,1,0,-0.5984921828507552,0.0039679398664311805,18.99518909487201
0.45,40,15,55,0.7192982456140351,0.9999825282320223,1,0,-0.5994044925121926,0.0015671249679130028,18.99819765082216
0.45,41,14,55,0.7368421052631579,0.9999950623451266,1,0,-0.5997809296079808,0.0005765010316203245,18.999368943337114
0.45,42,13,55,0.7543859649122807,0.9999987249106441,1,0,-0.599925082547486,0.0001971511908251955,18.999793964810813
0.45,43,12,55,0.7719298245614035,0.9999997005623464,1,0,-0.5999762370826076,6.253399314104513e-05,18.99993742508208
0.45,44,11,55,0.7894736842105263,0.9999999364120348,1,0,-0.5999930273305445,1.8349130140649095e-05,18.999982364964968
0.45,45,10,55,0.8070175438596491,0.9999999878701487,1,0,-0.5999981129982288,4.965794119016209e-06,18.999995395564518
0.45,46,9,55,0.8245614035087719,0.9999999979380404,1,0,-0.5999995306400301,1.2351578178027012e-06,18.999998882196852
0.45,47,8,55,0.8421052631578947,0.9999999996906715,1,0,-0.5999998931333046,2.8122813944264635e-07,18.999999740080156
0.45,48,7,55,0.8596491228070176,0.999999999959541,1,0,-0.5999999778319705,5.8336919295243206e-08,18.99999993339099
0.45,49,6,55,0.8771929824561403,0.9999999999954569,1,0,-0.5999999958337945,1.0963706387201455e-08,18.999999973093583
0.45,50,5,55,0.8947368421052632,0.9999999999995708,1,0,-0.5999999992952887,1.8545023294791463e-09,18.9999999804842
0.45,51,4,55,0.9122807017543859,0.9999999999999668,1,0,-0.5999999998935657,2.800852882955951e-10,18.99999998172286
0.45,52,3,55,0.9298245614035088,0.999999999999998,1,0,-0.599999999985787,3.738875875569647e-11,18.999999981908278
0.45,53,2,55,0.9473684210526315,0.9999999999999999,1,0,-0.5999999999983423,4.362732397567015e-12,18.999999981932824
0.45,54,1,55,0.9649122807017544,1.0,1,0,-0.5999999999998309,4.476419235288631e-13,18.999999981935662
0.45,55,0,55,0.9824561403508771,1.0,1,0,-0.5999999999999801,4.263256414560601e-14,18.999999981935954
0.45,0,56,56,0.017241379310344827,1.5543122344752192e-15,1,0,-0.599999999999701,7.868150575545e-13,2.9531932455036895e-14
0.45,1,55,56,0.034482758620689655,7.560618797697316e-14,1,0,-0.5999999999930246,1.835620544547582e-11,1.4365175715708087e-12
0.45,2,54,56,0.05172413793103448,1.7715828803943623e-12,1,0,-0.5999999998934722,2.8033608783319293e-10,3.3660074730307424e-11
0.45,3,53,56,0.06896551724137931,2.72103450882355e-11,1,0,-0.5999999988015642,3.1537783647674774e-09,5.169965571346994e-10
0.45,4,52,56,0.08620689655172414,3.0819380381075234e-10,1,0,-0.5999999894101845,2.7867935570325515e-08,5.8556823154515735e-09
0.45,5,51,56,0.10344827586206896,2.745086269406727e-09,1,0,-0.5999999234645012,2.014092075170686e-07,5.215664170871123e-08
0.45,6,50,56,0.1206896551724138,2.0024869762380604e-08,1,0,-0.5999995348228258,1.2241504585501751e-06,3.8047263228784327e-07
0.45,7,49,56,0.13793103448275862,1.2303033214422499e-07,1,0,-0.5999975736699803,6.385078999240523e-06,2.3375794760033826e-06
0.45,8,48,56,0.15517241379310345,6.497628103341313e-07,1,0,-0.599988971091595,2.9023443170875854e-05,1.2345563205197414e-05
0.45,9,47,56,0.1724137931034483,2.996116576725605e-06,1,0,-0.5999557823603124,0.0001163622097041342,5.692739132578606e-05
0.45,10,46,56,0.1896551724137931,1.2210887731844977e-05,1,0,-0.5998421144614808,0.00041548825926094734,0.00023202232463606447
0.45,11,45,56,0.20689655172413793,4.442450920827401e-05,1,0,-0.5994939077311042,0.0013318217602521336,0.0008442265765899337
0.45,12,44,56,0.22413793103448276,0.00014545814020250347,1,0,-0.598533912123095,0.003858125991854941,0.002765047366542086
0.45,13,43,56,0.2413793103448276,0.0004316023398713842,1,0,-0.5961398408273758,0.010158313612168783,0.008209502430347048
0.45,14,42,56,0.25862068965517243,0.0011674017104486012,1,0,-0.5907177447614498,0.02442698746986899,0.022230232612396903
0.45,15,41,56,0.27586206896551724,0.0028931856887115526,1,0,-0.579538034659316,0.05384727721232628,0.05519041548834213
0.45,16,40,56,0.29310344827586204,0.006599699005662485,1,0,-0.5585540858538532,0.1090681951214391,0.12617098854143355
0.45,17,39,56,0.3103448275862069,0.013913621005421373,1,0,-0.522843052620168,0.20304459836797897,0.2664425946102869
0.45,18,38,56,0.3275862068965517,0.027211661004982957,1,0,-0.4681141565857512,0.3470680089848648,0.5206874452793878
0.45,19,37,56,0.3448275862068966,0.04954473296596906,1,0,-0.39280916131763943,0.5452390491641066,0.942734680948786
0.45,20,36,56,0.3620689655172414,0.08426250846895678,1,0,-0.29922263024051965,0.7915193941038954,1.5853871720171175
0.45,21,35,56,0.3793103448275862,0.13431021081741945,1,0,-0.19314491710353865,1.0706712707801591,2.48936745106434
0.45,22,34,56,0.39655172413793105,0.2013162255318901,1,0,-0.07043464728977433,1.3935930334479636,3.685128991023278
0.45,23,33,56,0.41379310344827586,0.28474268654002555,2,1,0.07697757648350745,1.7815199381144966,5.282536551249374
0.45,24,32,56,0.43103448275862066,0.3814415390721825,2,1,0.12405086884593342,1.9053970232787716,7.147206796327131
0.45,25,31,56,0.4482758620689655,0.48587629980691194,2,1,0.11519272778879674,1.882086125759992,9.041856381662939
0.45,26,30,56,0.46551724137931033,0.5910413735537691,2,1,0.061783991555723006,1.7415368198834837,10.833279976961542
0.45,27,29,56,0.4827586206896552,0.6898328064674863,2,1,0.00882407535249996,1.6021686193486833,12.482607474527603
0.45,28,28,56,0.5,0.776435685969771,1,0,-0.03856337931270559,1.477464791282351,14.032974786585346
0.45,29,27,56,0.5172413793103449,0.8472925873807311,1,0,-0.12699763918543283,1.244743054775169,15.422239378288962
0.45,30,26,56,0.5344827586206896,0.901401493912737,1,0,-0.2353477645494273,0.9596111459225547,16.55835571570542
0.45,31,25,56,0.5517241379310345,0.9399600402097384,1,0,-0.33593426239412594,0.6949098358049284,17.416908452275546
0.45,32,24,56,0.5689655172413793,0.9655927101912677,1,0,-0.4204380462314674,0.47253145728561563,18.02663978205631
0.45,33,23,56,0.5862068965517241,0.9814807287748603,1,0,-0.48539507640697366,0.3015919041921684,18.43343397859807
0.45,34,22,56,0.603448275862069,0.9906566967268816,1,0,-0.5313788399828319,0.18058200004516678,18.68828838801948
0.45,35,21,56,0.6206896551724138,0.9955902691062801,1,0,-0.5614777201677299,0.10137442061124347,18.83814567145646
0.45,36,20,56,0.6379310344827587,0.9980570552959793,1,0,-0.5797398287711708,0.053316240075858445,18.92080229886598
0.45,37,19,56,0.6551724137931034,0.9992025653447586,1,0,-0.590026118930016,0.02624705544732464,18.963537192409966
0.45,38,18,56,0.6724137931034483,0.9996958471839458,1,0,-0.595408938061535,0.01208174194332301,18.98422984765448
0.45,39,17,56,0.6896551724137931,0.9998924700149505,1,0,-0.598026466632394,0.005193508862110008,18.993603828098376
0.45,40,16,56,0.7068965517241379,0.9999648629663659,1,0,-0.5992089198193327,0.0020817899491163416,18.997571767964807
0.45,41,15,56,0.7241379310344828,0.9999894219942297,1,0,-0.5997048098929625,0.0007768160711414396,18.99913889293272
0.45,42,14,56,0.7413793103448276,0.9999970767561612,1,0,-0.5998976623998438,0.00026930947408843053,18.99971539396434
0.45,43,13,56,0.7586206896551724,0.9999992615190804,1,0,-0.5999671118893879,8.654765949600574e-05,18.999912545155166
0.45,44,12,56,0.7758620689655172,0.999999830279675,1,0,-0.5999902280075062,2.5715769719880655e-05,18.999975079148307
0.45,45,11,56,0.7931034482758621,0.9999999647139974,1,0,-0.5999973235086529,7.043398280615065e-06,18.999993428278447
0.45,46,10,56,0.8103448275862069,0.9999999934074891,1,0,-0.5999993265864241,1.7721409797388787e-06,18.999998394072566
0.45,47,9,56,0.8275862068965517,0.9999999989019875,1,0,-0.5999998449817276,4.0794282085698796e-07,18.999999629230384
0.45,48,8,56,0.8448275862068966,0.9999999998385498,1,0,-0.5999999675043206,8.55149515643916e-08,18.999999910458524
0.45,49,7,56,0.8620689655172413,0.9999999999792948,1,0,-0.5999999938311689,1.623376633119733e-08,18.999999968795443
0.45,50,6,56,0.8793103448275862,0.9999999999977195,1,0,-0.5999999989464548,2.77248091151705e-09,18.99999997975915
0.45,51,5,56,0.896551724137931,0.9999999999997886,1,0,-0.5999999998393974,4.226272665164288e-10,18.99999998161365
0.45,52,4,56,0.9137931034482759,0.999999999999984,1,0,-0.5999999999783654,5.693578941645683e-11,18.999999981893737
0.45,53,3,56,0.9310344827586207,0.999999999999999,1,0,-0.5999999999974577,6.686207143502543e-12,18.999999981931126
0.45,54,2,56,0.9482758620689655,1.0,1,0,-0.5999999999997385,6.892264536872972e-13,18.99999998193549
0.45,55,1,56,0.9655172413793104,1.0,1,0,-0.5999999999999766,6.750155989720952e-14,18.999999981935936
0.45,56,0,56,0.9827586206896551,1.0,1,0,-0.5999999999999979,0.0,18.99999998193598
0.45,0,57,57,0.01694915254237288,8.881784197001252e-16,1,0,-0.5999999999998324,4.4086956307949456e-13,1.6875389974304825e-14
0.45,1,56,57,0.03389830508474576,4.2299497238218464e-14,1,0,-0.599999999996029,1.0450085241893413e-11,8.036904475288048e-13
0.45,2,55,57,0.05084745762711865,1.0084155732670297e-12,1,0,-0.599999999938271,1.6244461336992758e-10,1.9159895893004624e-11
0.45,3,54,57,0.06779661016949153,1.5762946503627973e-11,1,0,-0.599999999292923,1.8607290207091004e-09,2.9949598372619754e-10
0.45,4,53,57,0.0847457627118644,1.817512806923105e-10,1,0,-0.599999993636305,1.674656570503719e-08,3.453274348493675e-09
0.45,5,52,57,0.1016949152542373,1.6484846820929988e-09,1,0,-0.5999999531400613,1.233156282487875e-07,3.132120991881919e-08
0.45,6,51,57,0.11864406779661017,1.2248967173889014e-08,1,0,-0.599999709711657,7.639166920821314e-07,2.3273041743588778e-07
0.45,7,50,57,0.13559322033898305,7.667787405019055e-08,1,0,-0.599998456190391,4.062656865529338e-06,1.456880875986063e-06
0.45,8,49,57,0.15254237288135594,4.1273319517642904e-07,1,0,-0.5999928422779752,1.8836110591461984e-05,7.841959875226586e-06
0.45,9,48,57,0.1694915254237288,1.940257381871646e-06,1,0,-0.5999707176121385,7.705891542486917e-05,3.686540304610244e-05
0.45,10,47,57,0.1864406779661017,8.06424071209122e-06,1,0,-0.5998932681385996,0.0002808733194749054,0.00015322761275023665
0.45,11,46,57,0.2033898305084746,2.9928379543964212e-05,1,0,-0.5996506246135217,0.000919408911784792,0.000568715872011184
0.45,12,45,57,0.22033898305084745,9.999300625507246e-05,1,0,-0.5989660545405546,0.002720909103803581,0.0019005376322633175
0.45,13,44,57,0.23728813559322035,0.0003028374500204656,1,0,-0.5972178632518308,0.007321412495181938,0.005758663624118259
0.45,14,43,57,0.2542372881355932,0.0008362919936888424,1,0,-0.5931602592344883,0.01799931780397805,0.01591697723628704
0.45,15,42,57,0.2711864406779661,0.0021165828984932578,1,0,-0.584576139488822,0.040589106608363,0.04034396470615603
0.45,16,41,57,0.288135593220339,0.004931768013034521,1,0,-0.5680110325864716,0.08418149319349588,0.09419124191848231
0.45,17,40,57,0.3050847457627119,0.010622356105529862,1,0,-0.5389236310477656,0.16072728671640657,0.20325943703992141
0.45,18,39,57,0.3220338983050847,0.02122754300518026,1,0,-0.49267306298756297,0.2824393079274655,0.4063040354079004
0.45,19,38,57,0.3389830508474576,0.03949485058352531,1,0,-0.42623166000714496,0.4572851052443555,0.7533720443927652
0.45,20,37,57,0.3559322033898305,0.06863950949261222,1,0,-0.33964750574105773,0.6851381427866894,1.2986110935568718
0.45,21,36,57,0.3728813559322034,0.11178874476061118,1,0,-0.23684205780875178,0.9556787952401247,2.090130487660767
0.45,22,35,57,0.3898305084745763,0.17116351891037818,1,0,-0.12516930773066415,1.2495544533403553,3.1608017584409263
0.45,23,34,57,0.4067796610169492,0.2472007790863644,2,1,0.013428722152262651,1.614286110927008,4.55439479188889
0.45,24,33,57,0.423728813559322,0.3379270554327116,2,1,0.1068401841441462,1.8601057477477543,6.3359147300033865
0.45,25,32,57,0.4406779661016949,0.43888065747628346,2,1,0.13055225278627347,1.9225059283849335,8.241311753282158
0.45,26,31,57,0.4576271186440678,0.5437170903676816,2,1,0.10582876801616514,1.8574441263583257,10.12339787904215
0.45,27,30,57,0.4745762711864407,0.6453766616563134,2,1,0.040852838310257766,1.6864548376585677,11.864934698925634
0.45,28,29,57,0.4915254237288136,0.7374643901937428,1,0,-0.011006140489193683,1.5499838408179105,13.467103318274317
0.45,29,28,57,0.5084745762711864,0.815406981745799,1,0,-0.0859479454652714,1.352768564565073,14.944568109556668
0.45,30,27,57,0.5254237288135594,0.8770524859733344,1,0,-0.19574535463535625,1.0638280141174796,16.189311164331837
0.45,31,26,57,0.5423728813559322,0.9226086943760878,1,0,-0.30154330253904504,0.7854123617393469,17.14892231025439
0.45,32,25,57,0.559322033898305,0.9540580086995796,1,0,-0.39319394699113985,0.5442264552864664,17.84383214605932
0.45,33,24,57,0.576271186440678,0.9743311204122436,1,0,-0.4655587296143686,0.3537928168042832,18.316363603344936
0.45,34,23,57,0.5932203389830508,0.9865275111484719,1,0,-0.5180454010230342,0.21566999730779202,18.617955507537104
0.45,35,22,57,0.6101694915254238,0.9933701615355508,1,0,-0.5531815457651064,0.12320645851287537,18.79853750758227
0.45,36,21,57,0.6271186440677966,0.9969470015106147,1,0,-0.5749540749320516,0.06591032912616157,18.899911928193514
0.45,37,20,57,0.6440677966101694,0.998687085822808,1,0,-0.5874645252073378,0.03298809155964122,18.953228168269373
0.45,38,19,57,0.6610169491525424,0.9994738703563115,1,0,-0.5941364328957057,0.015430439748133296,18.979475223716697
0.45,39,18,57,0.6779661016949152,0.9998039897409984,1,0,-0.5974399281737597,0.0067370311216734535,18.99155696566002
0.45,40,17,57,0.6949152542372882,0.9999322861382289,1,0,-0.5989582283633936,0.002741504306854381,18.99675047452213
0.45,41,16,57,0.711864406779661,0.9999783704316909,1,0,-0.5996055579531863,0.0010380053863521255,18.998832264471247
0.45,42,15,57,0.7288135593220338,0.999993632113292,1,0,-0.5998613144218723,0.00036496204769065343,18.99960908054239
0.45,43,14,57,0.7457627118644068,0.9999982783757667,1,0,-0.5999548210984429,0.00011889184619917614,18.999878390016477
0.45,44,13,57,0.7627118644067796,0.9999995743374074,1,0,-0.5999863990993362,3.5791843835397685e-05,18.999964937675973
0.45,45,12,57,0.7796610169491526,0.9999999042185523,1,0,-0.5999962275204176,9.927577838908519e-06,18.999990653445693
0.45,46,11,57,0.7966101694915254,0.9999999804954178,1,0,-0.599999039250303,2.5282886753075218e-06,18.999997696843973
0.45,47,10,57,0.8135593220338984,0.9999999964294632,1,0,-0.59999977624528,5.888282110788623e-07,18.999999468984953
0.45,48,9,57,0.8305084745762712,0.9999999994170967,1,0,-0.5999999525678312,1.2482149713832769e-07,18.999999876927774
0.45,49,8,57,0.847457627118644,0.9999999999159596,1,0,-0.5999999908985636,2.395114506725804e-08,18.999999962442725
0.45,50,7,57,0.864406779661017,0.9999999999894283,1,0,-0.5999999984295492,4.13276168842458e-09,18.99999997867649
0.45,51,6,57,0.8813559322033898,0.9999999999988576,1,0,-0.5999999997582321,6.362235183132725e-10,18.999999981448973
0.45,52,5,57,0.8983050847457628,0.9999999999998961,1,0,-0.599999999967114,8.65334470745438e-11,18.9999999818716
0.45,53,4,57,0.9152542372881356,0.9999999999999922,1,0,-0.5999999999961005,1.0249578963339445e-11,18.999999981928536
0.45,54,3,57,0.9322033898305084,0.9999999999999996,1,0,-0.5999999999996,1.0551559626037488e-12,18.999999981935222
0.45,55,2,57,0.9491525423728814,1.0,1,0,-0.5999999999999588,1.1013412404281553e-13,18.99999998193591
0.45,56,1,57,0.9661016949152542,1.0,1,0,-0.5999999999999979,0.0,18.99999998193598
0.45,57,0,57,0.9830508474576272,1.0,1,0,-0.5999999999999979,0.0,18.99999998193598
0.45,0,58,58,0.016666666666666666,4.440892098500626e-16,1,0,-0.5999999999999062,2.468025783744412e-13,8.437694987151874e-15
0.45,1,57,58,0.03333333333333333,2.3647750424515834e-14,1,0,-0.5999999999977403,5.946465542295941e-12,4.4930725806664646e-13
0.45,2,56,58,0.05,5.736522368238184e-13,1,0,-0.5999999999642622,9.404654834508723e-11,1.0899392499960059e-11
0.45,3,55,58,0.06666666666666667,9.123368727159686e-12,1,0,-0.5999999995833294,1.0965016691540594e-09,1.7334400586988764e-10
0.45,4,54,58,0.08333333333333333,1.0705647479625213e-10,1,0,-0.5999999961817833,1.0047938498371937e-08,2.034073026578988e-09
0.45,5,53,58,0.1,9.88454651462689e-10,1,0,-0.5999999713633722,7.535954683142365e-08,1.8780638731616177e-08
0.45,6,52,58,0.11666666666666667,7.478750063683037e-09,1,0,-0.5999998192544693,4.7564613332862555e-07,1.4209626698040367e-07
0.45,7,51,58,0.13333333333333333,4.768486594475263e-08,1,0,-0.5999990202756471,2.5782219811299134e-06,9.06012959062535e-07
0.45,8,50,58,0.15,2.6150830068072395e-07,1,0,-0.5999953685500456,1.218802619574432e-05,4.968669824591873e-06
0.45,9,49,58,0.16666666666666666,1.252871497881003e-06,1,0,-0.5999806738605582,5.0858261688641974e-05,2.3804780416053857e-05
0.45,10,48,58,0.18333333333333332,5.308448213448003e-06,1,0,-0.5999281219158212,0.00018915285310204657,0.00010086369584092304
0.45,11,47,58,0.2,2.0089517069554752e-05,1,0,-0.5997598264478632,0.0006320356635178084,0.00038173701531582846
0.45,12,46,58,0.21666666666666667,6.846392423509595e-05,1,0,-0.5992741908300678,0.0019100241314002591,0.0013011459271006205
0.45,13,45,58,0.23333333333333334,0.00021155745032608309,1,0,-0.5980049755218979,0.005250064416058131,0.004022055030904201
0.45,14,44,58,0.25,0.0005962374490380284,1,0,-0.5949881127400621,0.01318917699983657,0.01134346752608614
0.45,15,43,58,0.26666666666666666,0.0015404519913312376,1,0,-0.5884466971289515,0.0304034286080223,0.02934278533006419
0.45,16,42,58,0.2833333333333333,0.003664934711490986,1,0,-0.57549189177371,0.06449502164813198,0.0699318919384272
0.45,17,41,58,0.3,0.008061591463906947,1,0,-0.5520811266990131,0.1261022981604919,0.15411338513192308
0.45,18,40,58,0.31666666666666665,0.01645520890033758,1,0,-0.5135626055167287,0.22746682758755624,0.31484067184832965
0.45,19,39,58,0.3333333333333333,0.03127456217327007,1,0,-0.45589211080395287,0.37923128735801886,0.5972799797757952
0.45,20,38,58,0.35,0.055524412983523175,1,0,-0.37715541142853426,0.5864331278196471,1.0545650850201507
0.45,21,37,58,0.36666666666666664,0.09237158889001174,1,0,-0.2790796958065651,0.8445271162985117,1.73970322780684
0.45,22,36,58,0.38333333333333336,0.14444487054298305,1,0,-0.16831307105534865,1.1360182340648715,2.6953820230469647
0.45,23,35,58,0.4,0.21298401200717076,1,0,-0.052934502272408146,1.439646046651558,3.94493647638732
0.45,24,34,58,0.4166666666666667,0.29710023107685557,2,1,0.06883186705310607,1.7600838606660716,5.559222587314328
0.45,25,33,58,0.43333333333333335,0.3934515365566764,2,1,0.12338764710715999,1.9036517029135789,7.419328335062082
0.45,26,32,58,0.45,0.4965406955665511,2,1,0.13178850219480687,1.9257592163021204,9.341834263447016
0.45,27,31,58,0.4666666666666667,0.5996298545764293,2,1,0.09352624057709669,1.8250690541502532,11.199278389805341
0.45,28,30,58,0.48333333333333334,0.6960249123518997,2,1,0.018930660998455195,1.6287648973643538,12.88573322746391
0.45,29,29,58,0.5,0.7803328155473738,1,0,-0.04576148784213707,1.458522400415422,14.43571706828182
0.45,30,28,58,0.5166666666666667,0.8493120090709435,1,0,-0.15541997137877672,1.1699474437400603,15.788485632846893
0.45,31,27,58,0.5333333333333333,0.9021084005948488,1,0,-0.26541855366769695,0.8804774903481629,16.852313646964372
0.45,32,26,58,0.55,0.9399058172540082,1,0,-0.36380989352942095,0.6215529117646739,17.63772600870372
0.45,33,25,58,0.5666666666666667,0.9652082201415447,1,0,-0.4436547062646312,0.4114349835141162,18.181952463990186
0.45,34,24,58,0.5833333333333334,0.9810391353171692,1,0,-0.5030002152561224,0.2552625914312472,18.53574528079447
0.45,35,23,58,0.6,0.9902909688613653,1,0,-0.5436283693012385,0.14834639657568616,18.75141527810226
0.45,36,22,58,0.6166666666666667,0.995337423521836,1,0,-0.5693357269301735,0.08069545544690016,18.874621736615136
0.45,37,21,58,0.6333333333333333,0.9979040478823209,1,0,-0.5844009759177418,0.041050063374360235,18.940532065741298
0.45,38,20,58,0.65,0.9991198173162349,1,0,-0.5925870516530267,0.019507758807819187,18.97352015730094
0.45,39,19,58,0.6666666666666666,0.9996554360178893,1,0,-0.5967132421937826,0.00864936264794025,18.988950597049072
0.45,40,18,58,0.6833333333333333,0.9998745527594752,1,0,-0.5986423379559902,0.0035727948526442788,18.995687628170746
0.45,41,17,58,0.7,0.9999576324996331,1,0,-0.5994784134713917,0.001372596127904302,18.9984291324776
0.45,42,16,58,0.7166666666666667,0.9999867643565715,1,0,-0.5998139960564579,0.0004894840619478202,18.999467137863952
0.45,43,15,58,0.7333333333333333,0.9999961875576531,1,0,-0.5999385671236581,0.00016166546405926852,18.999832099911643
0.45,44,14,58,0.75,0.9999989911546692,1,0,-0.5999812571179568,4.932337379059959e-05,18.999950991757842
0.45,45,13,58,0.7666666666666667,0.9999997557720371,1,0,-0.5999947333994733,1.3859475071598126e-05,18.999986783601678
0.45,46,12,58,0.7833333333333333,0.9999999461708283,1,0,-0.5999986417448717,3.574355602609103e-06,18.999996711179516
0.45,47,11,58,0.8,0.9999999892591428,1,0,-0.599999679782627,8.426772950542727e-07,18.999999239468192
0.45,48,10,58,0.8166666666666667,0.9999999980726617,1,0,-0.5999999313118316,1.8075832741715203e-07,18.999999828296403
0.45,49,9,58,0.8333333333333334,0.9999999996914712,1,0,-0.5999999866681627,3.508378654260014e-08,18.9999999531179
0.45,50,8,58,0.85,0.9999999999563673,1,0,-0.5999999976739936,6.121048556906317e-09,18.999999977069045
0.45,51,7,58,0.8666666666666667,0.9999999999946144,1,0,-0.5999999996380758,9.52432799294911e-10,18.999999981201807
0.45,52,6,58,0.8833333333333333,0.9999999999994287,1,0,-0.5999999999502563,1.3089973549540446e-10,18.99999998183803
0.45,53,5,58,0.9,0.9999999999999489,1,0,-0.5999999999940471,1.5660361896152608e-11,18.999999981924564
0.45,54,4,58,0.9166666666666666,0.9999999999999962,1,0,-0.5999999999993904,1.6058265828178264e-12,18.999999981934813
0.45,55,3,58,0.9333333333333333,0.9999999999999998,1,0,-0.5999999999999304,1.8118839761882555e-13,18.99999998193587
0.45,56,2,58,0.95,1.0,1,0,-0.5999999999999979,0.0,18.99999998193598
0.45,57,1,58,0.9666666666666667,1.0,1,0,-0.5999999999999979,0.0,18.99999998193598
0.45,58,0,58,0.9833333333333333,1.0,1,0,-0.5999999999999979,0.0,18.99999998193598
0.45,0,59,59,0.01639344262295082,2.220446049250313e-16,1,0,-0.599999999999947,1.392219672879945e-13,4.218847493575788e-15
0.45,1,58,59,0.03278688524590164,1.3211653993039363e-14,1,0,-0.5999999999987158,3.379296842354048e-12,2.51021425868017e-13
0.45,2,57,59,0.04918032786885246,3.26183524634871e-13,1,0,-0.5999999999793273,5.4402038429657244e-11,6.197486968163958e-12
0.45,3,56,59,0.06557377049180328,5.276001857623669e-12,1,0,-0.599999999754749,6.453971801434471e-10,1.0024403531325118e-10
0.45,4,55,59,0.08196721311475409,6.29866159229664e-11,1,0,-0.5999999977124792,6.019791221056887e-09,1.1967457044673106e-09
0.45,5,54,59,0.09836065573770492,5.918254775139076e-10,1,0,-0.5999999825316578,4.596932168254848e-08,1.1244684202839247e-08
0.45,6,53,59,0.11475409836065574,4.55811710597942e-09,1,0,-0.5999998877035181,2.9551705771346777e-07,8.66042310342629e-08
0.45,7,52,59,0.13114754098360656,2.959211387043581e-08,1,0,-0.599999379817153,1.6320601234909287e-06,5.622503643628884e-07
0.45,8,51,59,0.14754098360655737,1.6528775503843463e-07,1,0,-0.5999970118462842,7.863562410115313e-06,3.140472345492802e-06
0.45,9,50,59,0.16393442622950818,8.067580591353263e-07,1,0,-0.5999872867641913,3.3455883706956486e-05,1.532849854123712e-05
0.45,10,49,59,0.18032786885245902,3.4834386913873416e-06,1,0,-0.5999517737583782,0.00012691116216279042,6.61867602298791e-05
0.45,11,48,59,0.19672131147540983,1.343803608433447e-05,1,0,-0.5998355923581082,0.0004326516891889339,0.00025533961333192566
0.45,12,47,59,0.21311475409836064,4.669544101065792e-05,1,0,-0.5994929806288514,0.0013342615030226255,0.000887375276849734
0.45,13,46,59,0.22950819672131148,0.0001471653635850556,1,0,-0.5985777118939202,0.0037428634370520984,0.002797399408249993
0.45,14,45,59,0.2459016393442623,0.00042313144961769744,1,0,-0.5963537704916868,0.009595340811350706,0.008047463824308125
0.45,15,44,59,0.26229508196721313,0.0011155554472993545,1,0,-0.5914230737702166,0.022570858499429733,0.021236640824144695
0.45,16,43,59,0.2786885245901639,0.0027089174874190824,1,0,-0.5814243041547471,0.04888341011908631,0.05164006943216699
0.45,17,42,59,0.29508196721311475,0.006083095925319748,1,0,-0.5628486083094943,0.09776682023817265,0.11613509108029897
0.45,18,41,59,0.3114754098360656,0.012678081053943746,1,0,-0.5312077101233226,0.1810323417807299,0.24223738924079088
0.45,19,40,59,0.32786885245901637,0.02460585320045039,1,0,-0.4818023383028004,0.31104647815052494,0.4697042168283471
0.45,20,39,59,0.3442622950819672,0.04461198011890921,1,0,-0.4111907481979791,0.49686645211058145,0.848935504186366
0.45,21,38,59,0.36065573770491804,0.0757903597320918,1,0,-0.31912673285649795,0.7391401766934247,1.435368632006013
0.45,22,37,59,0.3770491803278688,0.12101189379914601,1,0,-0.21032997325150538,1.0254474388118284,2.279895748304525
0.45,23,36,59,0.39344262295081966,0.18214139834828624,1,0,-0.09520019262126755,1.3284205457335072,3.4159139823693963
0.45,24,35,59,0.4098360655737705,0.2592479324954974,2,1,0.011266675844063379,1.608596515379113,4.855560029020954
0.45,25,34,59,0.4262295081967213,0.350093449090757,2,1,0.09248392648068648,1.822326122317599,6.615643889687026
0.45,26,33,59,0.4426229508196721,0.45015057401210934,2,1,0.13445264929766942,1.9327701297307067,8.519295592600605
0.45,27,32,59,0.45901639344262296,0.5532397330219838,2,1,0.12968347625030852,1.920219674342917,10.445054808902725
0.45,28,31,59,0.47540983606557374,0.6526471363529378,2,1,0.07936047788725098,1.7877907312822394,12.270123863052978
0.45,29,30,59,0.4918032786885246,0.7423942591094103,1,0,-0.007103582954151477,1.5602537290680232,13.898888760417332
0.45,30,29,59,0.5081967213114754,0.818271371985337,1,0,-0.11490293164290577,1.2765712325186698,15.357411160832754
